timestamp,file,line,resp,mse,anomaly_type,suggested_fix
::2025-11-25T23:14:07,sim.py,13,1125.5,1234968.1325543518,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-25T23:14:08,sim.py,14,996.3,1316084.8692126048,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-25T23:14:08,sim.py,15,59.8,1316235.6019471374,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:08 file=sim.py:15 resp=59.8 msg='OK'
::2025-11-25T23:14:09,sim.py,16,688.7,1354592.955183725,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-25T23:14:10,sim.py,17,1042.5,1443188.1459889025,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-25T23:14:11,sim.py,18,101.1,1443816.373954193,HIGH RESPONSE,Possible heavy computation or I/O blocking.,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:11 file=sim.py:18 resp=101.1 msg='SLOW RESPONSE'
::2025-11-25T23:14:11,sim.py,19,49.6,1443839.325172632,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:11 file=sim.py:19 resp=49.6 msg='OK'
::2025-11-25T23:14:12,sim.py,20,55.3,1370358.2485487745,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:12 file=sim.py:20 resp=55.3 msg='OK'
::2025-11-25T23:14:13,sim.py,21,85.0,1188819.2966706238,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:13 file=sim.py:21 resp=85.0 msg='SLOW RESPONSE'
::2025-11-25T23:14:13,sim.py,22,1127.1,1292115.7521971893,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-25T23:14:14,sim.py,23,48.7,1292106.4269713087,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:14 file=sim.py:23 resp=48.7 msg='OK'
::2025-11-25T23:14:15,sim.py,24,87.8,1292434.9690482067,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:15 file=sim.py:24 resp=87.8 msg='SLOW RESPONSE'
::2025-11-25T23:14:16,sim.py,25,57.7,1240171.4523814288,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:16 file=sim.py:25 resp=57.7 msg='OK'
::2025-11-25T23:14:16,sim.py,26,117.8,1240444.2202599843,HIGH RESPONSE,Possible heavy computation or I/O blocking.,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:16 file=sim.py:26 resp=117.8 msg='SLOW RESPONSE'
::2025-11-25T23:14:17,sim.py,27,107.7,1241050.3137079666,HIGH RESPONSE,Possible heavy computation or I/O blocking.,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:17 file=sim.py:27 resp=107.7 msg='SLOW RESPONSE'
::2025-11-25T23:14:18,sim.py,28,49.3,1240541.9245407977,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:18 file=sim.py:28 resp=49.3 msg='OK'
::2025-11-25T23:14:18,sim.py,29,1378.2,1396514.9677257696,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-25T23:14:19,sim.py,30,824.9,1357356.469033953,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-25T23:14:20,sim.py,31,45.7,1277781.9548786317,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:20 file=sim.py:31 resp=45.7 msg='OK'
::2025-11-25T23:14:20,sim.py,32,1452.5,1450849.5455701093,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-25T23:14:21,sim.py,33,1149.8,1559240.6893153563,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-25T23:14:22,sim.py,34,906.2,1626169.2119220747,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-25T23:14:23,sim.py,35,118.1,1627005.303744602,HIGH RESPONSE,Possible heavy computation or I/O blocking.,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:23 file=sim.py:35 resp=118.1 msg='SLOW RESPONSE'
::2025-11-25T23:14:23,sim.py,36,95.2,1627483.0170766592,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:23 file=sim.py:36 resp=95.2 msg='SLOW RESPONSE'
::2025-11-25T23:14:24,sim.py,37,953.8,1701479.5503372957,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-25T23:14:25,sim.py,38,118.7,1672847.74330381,HIGH RESPONSE,Possible heavy computation or I/O blocking.,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:25 file=sim.py:38 resp=118.7 msg='SLOW RESPONSE'
::2025-11-25T23:14:25,sim.py,39,117.9,1672933.518676328,HIGH RESPONSE,Possible heavy computation or I/O blocking.,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:25 file=sim.py:39 resp=117.9 msg='SLOW RESPONSE'
::2025-11-25T23:14:26,sim.py,40,59.3,1672949.0803264296,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:26 file=sim.py:40 resp=59.3 msg='OK'
::2025-11-25T23:14:27,sim.py,41,96.8,1672684.9729188262,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:27 file=sim.py:41 resp=96.8 msg='SLOW RESPONSE'
::2025-11-25T23:14:27,sim.py,42,100.6,1565575.8588178426,HIGH RESPONSE,Possible heavy computation or I/O blocking.,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:27 file=sim.py:42 resp=100.6 msg='SLOW RESPONSE'
::2025-11-25T23:14:28,sim.py,43,860.9,1625521.5776558165,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-25T23:14:29,sim.py,44,47.1,1625455.4186784541,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:29 file=sim.py:44 resp=47.1 msg='OK'
::2025-11-25T23:14:30,sim.py,45,887.0,1689547.4657315942,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-25T23:14:30,sim.py,46,53.3,1689542.2101499138,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:30 file=sim.py:46 resp=53.3 msg='OK'
::2025-11-25T23:14:31,sim.py,47,49.8,1578905.0527732733,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:31 file=sim.py:47 resp=49.8 msg='OK'
::2025-11-25T23:14:32,sim.py,48,102.7,1578628.0023889737,HIGH RESPONSE,Possible heavy computation or I/O blocking.,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-25T23:14:32 file=sim.py:48 resp=102.7 msg='SLOW RESPONSE'
::2025-11-25T23:14:32,sim.py,49,892.2,1562343.7991843296,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-24T12:10:15,moduleA.py,115,870.2,284231.5084816122,ERROR,Check stacktrace and fix exception cause.,Error/Exception in log
::2025-11-24T12:10:16,moduleB.py,116,51.5,284238.24905390764,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-24T12:10:16 file=moduleB.py:116 resp=51.5 msg='OK'
::2025-11-24T12:10:17,moduleC.py,117,52.3,284270.8083121197,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-24T12:10:17 file=moduleC.py:117 resp=52.3 msg='OK'
::2025-11-24T12:10:18,moduleA.py,118,99.3,284811.385340035,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-24T12:10:18 file=moduleA.py:118 resp=99.3 msg='SLOW QUERY'
::2025-11-24T12:10:19,moduleB.py,119,105.6,285458.634808889,HIGH RESPONSE,Possible heavy computation or I/O blocking.,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-24T12:10:19 file=moduleB.py:119 resp=105.6 msg='HIGH RESPONSE TIME'
::2025-11-24T12:10:20,moduleC.py,120,50.7,285437.0416704921,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-24T12:10:20 file=moduleC.py:120 resp=50.7 msg='OK'
::2025-11-24T12:10:21,moduleA.py,121,52.4,285430.3377658996,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-24T12:10:21 file=moduleA.py:121 resp=52.4 msg='OK'
::2025-11-24T12:10:22,moduleB.py,122,1200.9,403753.3045382395,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-24T12:10:23,moduleC.py,123,1105.8,503882.50081111334,ERROR,Check stacktrace and fix exception cause.,Error/Exception in log
::2025-11-24T12:10:22,moduleB.py,122,1200.9,622264.5099722391,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-24T12:10:23,moduleC.py,123,1105.8,722472.7209197372,ERROR,Check stacktrace and fix exception cause.,Error/Exception in log
::2025-11-24T12:10:22,moduleB.py,122,1200.9,840899.8070558453,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-24T12:10:23,moduleC.py,123,1105.8,941149.6580117213,ERROR,Check stacktrace and fix exception cause.,Error/Exception in log
::2025-11-24T12:10:24,moduleA.py,124,53.2,941315.723399726,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-24T12:10:24 file=moduleA.py:124 resp=53.2 msg='OK'
::2025-11-24T12:10:25,moduleB.py,125,51.8,941389.4798005155,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-24T12:10:25 file=moduleB.py:125 resp=51.8 msg='OK'
::2025-11-24T12:10:26,moduleC.py,126,55.1,941433.8536758986,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-24T12:10:26 file=moduleC.py:126 resp=55.1 msg='OK'
::2025-11-24T12:10:24,moduleA.py,124,53.2,941446.563339094,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-24T12:10:24 file=moduleA.py:124 resp=53.2 msg='OK'
::2025-11-24T12:10:25,moduleB.py,125,51.8,941466.5888404761,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-24T12:10:25 file=moduleB.py:125 resp=51.8 msg='OK'
::2025-11-24T12:10:26,moduleC.py,126,55.1,941477.1585696593,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-24T12:10:26 file=moduleC.py:126 resp=55.1 msg='OK'
::2025-11-23T12:00:25,module1.py,34,52.8,941459.7577550214,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:25 file=module1.py:34 resp=52.8 msg='OK'
::2025-11-23T12:00:26,module2.py,35,58.1,941493.6863356488,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:26 file=module2.py:35 resp=58.1 msg='OK'
::2025-11-23T12:00:27,module1.py,36,50.9,941129.5045139461,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:27 file=module1.py:36 resp=50.9 msg='OK'
::2025-11-23T12:00:28,module2.py,37,53.1,940685.4041070786,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:28 file=module2.py:37 resp=53.1 msg='OK'
::2025-11-23T12:00:29,module1.py,38,850.3,998824.2533060674,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-25T12:00:01,test.py,10,340.0,1007266.6605652933,DB ISSUE,Inspect DB performance / queries / connections.,Database related
::2025-11-23T12:00:30,module2.py,39,50.4,1007209.7596038926,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:30 file=module2.py:39 resp=50.4 msg='OK'
::2025-11-23T12:00:31,module1.py,40,49.9,1007146.6443110338,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:31 file=module1.py:40 resp=49.9 msg='OK'
::2025-11-23T12:00:32,module2.py,41,52.6,1007126.2146453183,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:32 file=module2.py:41 resp=52.6 msg='OK'
::2025-11-23T12:00:33,module2.py,42,56.8,1006763.9912623221,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:33 file=module2.py:42 resp=56.8 msg='OK'
::2025-11-23T12:00:34,module1.py,43,58.2,1006322.4191216652,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:34 file=module1.py:43 resp=58.2 msg='OK'
::2025-11-23T12:00:35,module2.py,44,55.9,1005756.9404487952,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:35 file=module2.py:44 resp=55.9 msg='OK'
::2025-11-23T12:00:36,module1.py,45,51.4,1005716.6116450754,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:36 file=module1.py:45 resp=51.4 msg='OK'
::2025-11-23T12:00:37,module2.py,46,49.6,1005656.3617954622,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:37 file=module2.py:46 resp=49.6 msg='OK'
::2025-11-23T12:00:38,module1.py,47,53.8,931793.6218164676,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:38 file=module1.py:47 resp=53.8 msg='OK'
::2025-11-23T12:00:39,module2.py,48,52.1,870039.692925475,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:39 file=module2.py:48 resp=52.1 msg='OK'
::2025-11-23T12:00:40,module2.py,49,58.9,870068.1156415124,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:40 file=module2.py:49 resp=58.9 msg='OK'
::2025-11-23T12:00:41,module1.py,50,51.9,870044.4114074406,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:41 file=module1.py:50 resp=51.9 msg='OK'
::2025-11-23T12:00:42,module2.py,51,54.3,869528.0199195328,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:42 file=module2.py:51 resp=54.3 msg='OK'
::2025-11-23T12:00:43,module1.py,52,57.6,868943.6025327815,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:43 file=module1.py:52 resp=57.6 msg='OK'
::2025-11-23T12:00:44,module2.py,53,55.4,868970.8246611161,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:44 file=module2.py:53 resp=55.4 msg='OK'
::2025-11-23T12:00:45,module1.py,54,53.2,868976.6777188628,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:45 file=module1.py:54 resp=53.2 msg='OK'
::2025-11-23T12:00:46,module2.py,55,52.7,868993.1319999263,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:46 file=module2.py:55 resp=52.7 msg='OK'
::2025-11-23T12:00:47,module1.py,56,50.9,868991.7402583747,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:47 file=module1.py:56 resp=50.9 msg='OK'
::2025-11-23T12:00:48,module2.py,57,59.4,869078.2189623289,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:48 file=module2.py:57 resp=59.4 msg='OK'
::2025-11-23T12:00:49,module1.py,58,48.8,868718.1024875422,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:49 file=module1.py:58 resp=48.8 msg='OK'
::2025-11-23T12:00:50,module2.py,59,52.3,868292.5896392848,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:50 file=module2.py:59 resp=52.3 msg='OK'
::2025-11-23T12:00:51,module1.py,60,57.1,867800.4035009329,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:51 file=module1.py:60 resp=57.1 msg='OK'
::2025-11-23T12:00:52,module2.py,61,55.3,867855.2337221405,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:52 file=module2.py:61 resp=55.3 msg='OK'
::2025-11-23T12:00:53,module1.py,62,58.6,867927.2643933803,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:53 file=module1.py:62 resp=58.6 msg='OK'
::2025-11-23T12:00:54,module2.py,63,51.9,794118.1647347106,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:54 file=module2.py:63 resp=51.9 msg='OK'
::2025-11-23T12:00:55,module1.py,64,49.3,732411.1241683054,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:55 file=module1.py:64 resp=49.3 msg='OK'
::2025-11-23T12:00:56,module2.py,65,53.6,732464.6915407841,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:56 file=module2.py:65 resp=53.6 msg='OK'
::2025-11-23T12:00:57,module1.py,66,55.8,732532.2336762336,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:57 file=module1.py:66 resp=55.8 msg='OK'
::2025-11-23T12:00:58,module2.py,67,58.2,732105.3978049442,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:58 file=module2.py:67 resp=58.2 msg='OK'
::2025-11-23T12:00:59,module1.py,68,52.1,731535.8305599199,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:00:59 file=module1.py:68 resp=52.1 msg='OK'
::2025-11-23T12:01:00,module2.py,69,57.9,731632.8385188452,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-23T12:01:00 file=module2.py:69 resp=57.9 msg='OK'
::2025-11-24T12:10:04,moduleC.py,104,220.3,735210.2251680963,DB ISSUE,Inspect DB performance / queries / connections.,Database related
::2025-11-24T12:10:05,moduleC.py,105,340.1,625741.5535986148,HIGH RESPONSE,Possible heavy computation or I/O blocking.,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-24T12:10:05 file=moduleC.py:105 resp=340.1 msg='CACHE MISS'
::2025-11-24T12:10:01,moduleA.py,101,85.4,525845.1977291722,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-24T12:10:01 file=moduleA.py:101 resp=85.4 msg='SLOW RESPONSE'
::2025-11-24T12:10:02,moduleA.py,102,92.7,407852.6185092586,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-24T12:10:02 file=moduleA.py:102 resp=92.7 msg='SLOW QUERY'
::2025-11-24T12:10:03,moduleB.py,103,110.9,308315.82314457354,HIGH RESPONSE,Possible heavy computation or I/O blocking.,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-24T12:10:03 file=moduleB.py:103 resp=110.9 msg='DELAY DETECTED'
::2025-11-24T12:10:01,moduleA.py,101,85.4,190214.07952486808,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-24T12:10:01 file=moduleA.py:101 resp=85.4 msg='SLOW RESPONSE'
::2025-11-24T12:10:02,moduleA.py,102,92.7,90386.382292014,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-24T12:10:02 file=moduleA.py:102 resp=92.7 msg='SLOW QUERY'
::2025-11-24T12:10:03,moduleB.py,103,110.9,91091.88029496957,HIGH RESPONSE,Possible heavy computation or I/O blocking.,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-24T12:10:03 file=moduleB.py:103 resp=110.9 msg='DELAY DETECTED'
::2025-11-26T12:00:50,auto.py,10,578.0,117895.28833986113,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-26T12:00:42,auto.py,10,1097.0,216461.40951031557,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-26T12:00:41,auto.py,10,346.0,225753.25843463177,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-26T12:00:17,auto.py,10,208.0,228920.59660659372,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-26T12:00:59,auto.py,10,1197.0,346516.2397681906,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-26T12:00:48,auto.py,10,613.0,376767.27399901696,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-26T12:00:19,auto.py,10,888.0,441022.15467512526,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-26T12:00:11,auto.py,10,824.0,496289.18829600816,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-26T12:00:41,auto.py,10,927.0,566448.5152802254,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-26T12:00:14,auto.py,10,836.0,564461.9538847882,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-26T12:00:44,auto.py,10,169.0,557567.9889448142,HIGH RESPONSE,Possible heavy computation or I/O blocking.,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-26T12:00:44 file=auto.py:10 resp=169 msg='SLOW'
::2025-11-26T12:00:34,auto.py,10,1035.0,645268.5914244562,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-26T12:00:55,auto.py,10,727.0,688124.0390111044,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-26T12:00:11,auto.py,10,460.0,704933.3250504732,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-26T12:00:22,auto.py,10,632.0,737100.7151306585,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-26T12:00:58,auto.py,10,522.0,758827.6421251281,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-26T12:00:45,auto.py,10,982.0,837610.9395327714,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-26T12:00:33,auto.py,10,156.0,839273.0955415178,HIGH RESPONSE,Possible heavy computation or I/O blocking.,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-26T12:00:33 file=auto.py:10 resp=156 msg='SLOW'
::2025-11-26T12:00:45,auto.py,10,1047.0,929001.9122606337,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-26T12:00:57,auto.py,10,222.0,932589.7461852324,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-26T12:00:10,auto.py,10,589.0,960426.5805963753,CRITICAL SPIKE,"Investigate timeout, network latency or infinite loop.",Timeout in log
::2025-11-26T12:00:44,auto.py,10,83.0,960640.631462985,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\demo.log::2025-11-26T12:00:44 file=auto.py:10 resp=83 msg='SLOW'
